name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
K2-389 c,Confirmed,0.01655,0.00859,0.00859,,,,0.182,0.01231,0.01347,20.851337,0.002981,0.0028,0.1378,0.0158,0.018,,,,,,,,2022,2024-05-28,,,,,,,,,,2457747.1012,,,,,,,,,0.399,0.243,0.178,,,,1.42,0.82,0.82,780.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-389,355.6304166666667,-9.713580555555556,11.71,,10.51,10.23,10.18,259.208,2.885,2.95,-0.034,0.235,0.235,0.802,0.246,0.357,1.084,0.061,0.067,G2V,,,,5782.0,138.0,138.0,,,"EPIC 245991048, TYC 5830-96-1"
K2-38 b,Confirmed,0.06,0.03,0.03,,,,0.17,0.03,0.03,4.01593,0.0005,0.0005,0.04994,0.00049,0.00049,0.197,0.06,0.067,87.28,2.48,2.48,,2016,2021-02-05,33.0,33.0,26.0,,,,,,,2456896.8786,0.0054,0.0054,,,,,,,0.48,0.3,0.3,,,,4.6,1.1,1.1,1266.0,50.0,50.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J16000805-2311213 b, EPIC 204221263 b, EPIC 204221263.02, TYC 6779-268-1 b, WISE J160008.01-231121.6 b",,K2-38,240.033585,-23.189287,11.4,,9.911,9.6,,192.69,2.597,2.669,0.235,0.07,0.07,1.054,0.063,0.07,1.141,0.12,0.12,G3V,6.1,3.1,3.4,5705.0,66.0,66.0,,,"WISE J160008.01-231121.6, EPIC 204221263, TYC 6779-268-1, 2MASS J16000805-2311213"
K2-38 c,Confirmed,0.03115,0.01447,0.01447,,,,0.216,0.026,0.026,10.56103,0.0009,0.0009,0.0964,0.0016,0.0016,0.161,0.078,0.096,88.61,1.67,1.0,,2016,2021-02-05,152.0,33.0,54.0,,,,2456900.4752,0.0033,0.0033,2456900.4752,0.0033,0.0033,,,,,,,0.64,0.41,0.23,,,,2.8,1.3,1.3,858.0,37.0,37.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J16000805-2311213 c, EPIC 204221263 c, EPIC 204221263.01, TYC 6779-268-1 c, WISE J160008.01-231121.6 c",,K2-38,240.033585,-23.189287,11.4,,9.911,9.6,,192.69,2.597,2.669,0.235,0.07,0.07,1.054,0.063,0.07,1.141,0.12,0.12,G3V,6.1,3.1,3.4,5705.0,66.0,66.0,,,"WISE J160008.01-231121.6, EPIC 204221263, TYC 6779-268-1, 2MASS J16000805-2311213"
K2-390 b,Confirmed,0.06364,0.039,0.039,,,,0.41625,0.0306,0.0279,3.312792,0.0001,0.0001,0.0402,0.00455,0.00525,,,,,,,,2022,2024-05-28,,,,,,,,,,2460231.218276,0.005736,0.005736,,,,,,,0.893,0.045,0.018,,,,10.17,6.73,6.73,1310.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"TOI-4549 b, TOI-4549.01",,K2-390,355.702375,-9.588711111111111,13.57,,12.13,11.8,11.72,456.122,5.54,5.675,-0.116,0.235,0.235,0.966,0.056,0.059,0.789,0.239,0.351,G5V,,,,5558.0,138.0,138.0,,,"EPIC 245995977, TOI-4549"
K2-391 b,Confirmed,0.00783,0.00538,0.00538,,,,0.12231,0.01677,0.02534,4.622654,0.000252,0.000223,0.0495,0.00589,0.00655,,,,,,,,2022,2024-05-28,,,,,,,,,,2457741.5165,,,,,,,,,0.434,0.297,0.285,,,,1.15,0.84,0.84,900.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-391,356.226,-7.701513888888889,,,11.13,10.81,11.13,507.94,15.55,16.546,-0.543,0.278,0.278,0.757,0.24,0.341,0.566,0.076,0.112,G5VI,,,,5543.0,138.0,138.0,,,EPIC 246074314
K2-392 b,Confirmed,0.014,0.00793,0.00793,,,,0.165,0.01374,0.01436,15.398723,0.00193,0.002422,0.1143,0.013,0.0148,,,,,,,,2022,2024-05-28,,,,,,,,,,2457739.6737,0.0091,0.0037,,,,,,,0.711,0.078,0.078,,,,1.28,0.79,0.79,840.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,K2-392,354.64975,-7.478858333333333,12.82,,11.6,11.26,11.24,406.985,10.074,10.589,-0.238,0.235,0.235,0.841,0.258,0.37,1.058,0.065,0.07,G2V,,,,5726.0,138.0,138.0,,,EPIC 246084398
K2-393 b,Confirmed,0.01995,0.01277,0.01277,,,,0.20983,0.0149,0.01561,10.413181,0.000697,0.000932,0.0895,0.01,0.011,,,,,,,,2022,2024-05-28,,,,,,,,,,2457739.3926,0.061,0.045,,,,,,,0.803,0.061,0.045,,,,2.02,1.39,1.39,950.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,K2-393,348.515875,-0.08219166666666666,11.84,,10.69,10.38,10.28,265.914,-2.784,2.842,0.076,0.235,0.235,0.881,-0.269,0.381,1.071,-0.06,0.065,G3V,,,,5678.0,138.0,138.0,,,"EPIC 246429049, TYC 5243-361-1"
K2-394 b,Confirmed,0.01237,0.00639,0.00639,,,,0.15095,0.01124,0.01213,5.095717,0.000115,0.000115,0.05048,0.0018,0.00226,,,,,,,,2022,2024-05-28,,,,,,,,,,2457825.2859,0.0012,0.001,,,,,,,0.636,0.171,0.107,,,,2.39,1.37,1.37,890.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-394,71.10983333333333,16.51867777777778,21.71,,10.34,9.73,9.57,98.0152,0.4748,0.4794,-0.388,0.235,0.235,0.66,0.0684,0.0928,0.704,0.05533,0.06922,K7V,,,,4197.0,109.783,125.39,,,EPIC 246876040
K2-395 b,Confirmed,0.02404,0.0142,0.0142,,,,0.23169,0.01588,0.01713,4.803352,0.000466,0.000357,0.0548,0.00629,0.00715,,,,,,,,2022,2024-05-28,,,,,,,,,,2457825.0089,0.003,0.0042,,,,,,,0.25,0.176,0.206,,,,2.99,1.91,1.91,910.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,K2-395,70.44383333333333,16.674441666666667,14.67,,12.09,11.5,11.37,286.727,-3.038,3.103,-0.033,0.235,0.235,0.952,0.293,0.421,0.783,0.051,0.054,K0V,,,,5007.0,138.0,138.0,,,EPIC 246891819
K2-395 c,Confirmed,0.03716,0.02209,0.02209,,,,0.30288,0.02293,0.025,8.491282,0.000304,0.000335,0.0801,0.0014,0.0105,,,,,,,,2022,2024-05-28,,,,,,,,,,2457823.5786,0.0016,0.0016,,,,,,,0.677,0.119,0.095,,,,3.82,2.47,2.47,750.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-395,70.44383333333333,16.674441666666667,14.67,,12.09,11.5,11.37,286.727,-3.038,3.103,-0.033,0.235,0.235,0.952,0.293,0.421,0.783,0.051,0.054,K0V,,,,5007.0,138.0,138.0,,,EPIC 246891819
K2-396 b,Confirmed,0.0107,0.0061,0.0061,,,,0.14087,0.00919,0.01017,0.673862,1.9e-05,1.6e-05,0.0148,0.00169,0.00101,,,,,,,,2022,2024-05-28,,,,,,,,,,2457820.9636,0.0014,0.0016,,,,,,,0.266,0.177,0.206,,,,2.56,1.6,1.6,1990.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-396,74.69283333333334,17.26922777777778,13.24,,11.36,10.91,10.81,274.864,2.825,2.884,0.237,0.235,0.235,0.954,0.293,0.429,0.92,0.057,0.062,G8V,,,,5236.0,138.0,138.0,,,EPIC 246953392
K2-396 c,Confirmed,0.0315,0.01891,0.01891,,,,0.27871,0.00999,0.01588,25.76051,0.001887,0.001999,0.1681,0.0193,0.0221,,,,,,,,2022,2024-05-28,,,,,,,,,,2457829.418,0.0027,0.0018,,,,,,,0.475,0.301,0.32,,,,2.23,1.46,1.46,590.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-396,74.69283333333334,17.26922777777778,13.24,,11.36,10.91,10.81,274.864,2.825,2.884,0.237,0.235,0.235,0.954,0.293,0.429,0.92,0.057,0.062,G8V,,,,5236.0,138.0,138.0,,,EPIC 246953392
K2-397 b,Confirmed,0.02121,0.01277,0.01277,,,,0.21563,0.01633,0.01668,3.572326,0.000155,0.00018,0.0447,0.005,0.00578,,,,,,,,2022,2024-06-12,,,,,,,,,,2457823.5751,0.0022,0.002,,,,,,,0.892,0.036,0.029,,,,2.94,1.92,1.92,1210.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-397,79.95154166666667,21.259197222222223,11.833,,10.4,10.03,9.95,199.354,1.574,1.598,0.11,0.235,0.235,0.937,0.285,0.406,0.966,0.057,0.06,G7V,,,,5387.0,138.0,138.0,,,EPIC 247383003
K2-398 b,Confirmed,0.01913,0.0113,0.0113,,,,0.20287,0.0099,0.01008,6.393025,0.00075,0.001139,0.0664,0.0022,0.0016,,,,,,,,2022,2024-05-28,,,,,,,,,,2457909.0449,0.0048,0.0042,,,,,,,0.523,0.086,0.073,,,,2.17,1.29,1.29,1240.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-398,161.73504166666666,1.9367027777777779,13.15,,12.03,11.72,11.72,606.992,12.539,13.07,-0.257,0.019,0.019,0.945,0.083,0.09,1.239,0.03,0.032,G0V,,,,5946.0,20.0,20.0,,,EPIC 248463350
K2-398 c,Confirmed,0.07366,0.0412,0.0412,,,,0.45482,0.01303,0.01374,18.787839,0.000993,0.000877,0.1362,0.0045,0.0038,,,,,,,,2022,2024-05-28,,,,,,,,,,2457911.6845,0.0016,0.0015,,,,,,,0.701,0.031,0.028,,,,5.85,3.29,3.29,870.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-398,161.73504166666666,1.9367027777777779,13.15,,12.03,11.72,11.72,606.992,12.539,13.07,-0.257,0.019,0.019,0.945,0.083,0.09,1.239,0.03,0.032,G0V,,,,5946.0,20.0,20.0,,,EPIC 248463350
K2-39 b,Confirmed,0.09,0.05,0.05,,,,0.56,0.15,0.15,4.60543,0.00046,0.00046,0.062,0.012,0.01,0.0,,,80.39,4.19,4.19,,2016,2021-02-05,,,,,,,,,,2456980.8236,0.0039,0.0039,,,,,,,0.57,0.2,0.15,,,,14.4,2.6,2.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J22332842-0901219 b, EPIC 206247743 b, EPIC 206247743.01, TYC 5811-00835-1 b, WISE J223328.38-090122.4 b",,K2-39,338.368378,-9.022769,10.83,,9.082,8.594,,310.14,4.7,4.7,0.32,0.04,0.04,0.66,0.56,0.56,2.97,0.77,0.77,,3.09,0.7,0.92,4881.0,20.0,20.0,,,"2MASS J22332842-0901219, EPIC 206247743, TYC 5811-835-1, WISE J223328.38-090122.4"
K2-3 b,Confirmed,0.02039,0.00293,0.00311,,,,0.194,0.03,0.03,10.054626,1.1e-05,1e-05,0.0775,0.0039,0.0039,0.0,,,89.588,0.1,0.116,,2015,2022-07-27,,,,,,,2456813.41843,0.00041,0.00041,2455813.4189,0.0011,0.0011,2456813.41843,0.00041,0.00041,,,,0.22,0.06,0.05,,,,2.72,0.3,0.3,463.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 b, EPIC 201367065 b, EPIC 201367065.01, WISE J112920.45-012718.0 b",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45.0,3.0,3.0,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1.0,0.99,0.0,3896.0,189.0,189.0,,,"2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0"
K2-3 c,Confirmed,0.00673,0.00327,0.0034,,,,0.165,0.024,0.024,24.646582,4e-05,4e-05,0.1405,0.0067,0.0067,0.0,,,89.905,0.088,0.066,,2015,2022-07-27,,,,,,,2456812.28018,0.001,0.00098,2456812.28018,0.001,0.001,,,,,,,0.09,0.06,0.08,,,,0.67,0.32,0.32,344.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 c, EPIC 201367065 c, EPIC 201367065.02, WISE J112920.45-012718.0 c",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45.0,3.0,3.0,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1.0,0.99,0.0,3896.0,189.0,189.0,,,"2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0"
K2-3 d,Confirmed,0.00881,,,,,,0.135,0.021,0.021,44.55646,0.0001,0.0001,0.2086,0.01,0.01,0.0,,,89.788,0.029,0.033,,2015,2022-07-27,,,,,,,2456826.22346,0.00056,0.00056,2456826.22346,0.00056,0.00056,,,,,,,0.3,0.05,0.04,,,,0.71,,,282.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 d, EPIC 201367065 d, EPIC 201367065.03, WISE J112920.45-012718.0 d",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45.0,3.0,3.0,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1.0,0.99,0.0,3896.0,189.0,189.0,,,"2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0"
K2-400 b,Confirmed,0.00519,0.0025,0.0025,,,,0.10376,0.00437,0.00455,3.865053,0.000182,0.000186,0.0347,0.000238,0.000319,,,,,,,,2022,2024-05-28,,,,,,,,,,2457908.6234,0.0026,0.0025,,,,,,,0.208,0.14,0.165,,,,1.29,0.63,0.63,570.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,K2-400,154.51133333333334,3.6967833333333333,15.13,,11.26,10.68,10.4,62.3804,0.2327,0.2344,-0.051,0.235,0.235,0.374,0.009,0.009,0.382,0.012,0.012,M3V,,,,3578.0,138.0,138.0,,,EPIC 248518307
K2-401 b,Confirmed,0.01834,0.01174,0.01174,,,,0.2018,0.01713,0.01865,6.293099,0.0007,0.000571,0.05857,0.00212,0.00263,,,,,,,,2022,2024-05-28,,,,,,,,,,72457906.9531,0.0048,0.0067,,,,,,,0.621,0.223,0.115,,,,2.22,1.53,1.53,660.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-401,154.9875,3.955161111111111,14.2,,11.87,11.26,11.1,200.727,1.517,1.54,-0.098,0.235,0.235,0.676,0.0709,0.0956,0.68,0.0511,0.066,K7V,,,,4328.0,136.544,110.346,,,EPIC 248527514
K2-402 b,Confirmed,0.0245,0.01491,0.01491,,,,0.23892,0.0174,0.019,17.27474,0.00317,0.00259,0.1283,0.0147,0.0167,,,,,,,,2022,2024-05-28,,,,2456898.8326,,,,,,2457920.4286,0.0044,0.0036,,,,,,,0.468,0.249,0.165,,,,2.0,1.32,1.32,870.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-402,161.451875,6.419397222222222,,,11.75,11.4,11.38,523.055,16.816,17.949,-0.378,0.235,0.235,0.944,0.29,0.419,1.28,0.082,0.089,G3V,,,,5716.0,138.0,138.0,,,EPIC 248621597
K2-403 b,Confirmed,0.07838,0.05154,0.05154,,,,0.47578,0.03453,0.03185,33.589979,0.000768,0.000768,0.1879,0.0216,0.024,,,,,,,,2022,2024-05-28,,,,,,,,,,2457908.9613,0.0011,0.0014,,,,,,,0.723,0.147,0.05,,,,5.81,4.08,4.08,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"TOI-6877 b, TOI-6877.01",,K2-403,164.18954166666666,9.673961111111112,12.36,,10.98,10.63,10.58,246.599,2.509,2.561,-0.16,0.23,0.23,0.784,0.241,0.34,0.886,0.052,0.056,G5V,,,,5511.0,138.0,138.0,,,"EPIC 248758353, TOI-6877"
K2-404 b,Confirmed,0.02306,0.01277,0.01277,,,,0.2257,0.0074,0.00749,13.115365,,,,,,,,,,,,,2022,2024-05-28,,,,,,,,,,2457917.8369,0.0008,0.001,,,,,,,0.481,0.06,0.05,,,,2.95,1.64,1.64,450.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-404,160.325,12.191241666666667,14.56,,11.58,10.94,10.75,121.63,0.5795,0.5795,0.005,0.235,0.235,0.552,0.015,0.015,0.552,0.016,0.016,M2V,,,,3748.0,138.0,138.0,,,EPIC 248861279
K2-405 b,Confirmed,0.05862,0.0342,0.0342,,,,0.40762,0.01097,0.00758,3.435471,3.1e-05,3.6e-05,0.045,0.005,0.00595,,,,,,,,2022,2024-05-28,,,,,,,,,,2457908.9959,0.0004,0.0004,,,,,,,0.871,0.097,0.02,,,,7.72,4.9,4.9,980.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"TOI-5116 b, TOI-5116.01",,K2-405,164.37616666666668,12.535633333333333,12.86,,11.09,10.65,10.55,197.234,2.038,2.081,0.132,0.235,0.235,1.034,0.314,0.0459,0.765,0.05,0.054,G9/K0V,,,,4927.0,138.0,138.0,,,"EPIC 248874928, TOI-5116"
K2-406 Ab,Confirmed,0.06305,0.039,0.039,,,,0.41057,0.02605,0.02775,22.549406,0.00143,0.00137,0.15678,0.0047,0.0083,,,,,,,,2022,2024-07-30,,,,,,,,,,2458010.3895,0.0023,0.0025,,,,,,,0.544,0.255,0.121,,,,5.27,3.51,3.51,720.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-406 A,230.88733333333332,-25.370741666666667,9.46,,8.43,8.16,8.03,85.3751,0.6151,0.6239,-0.038,0.235,0.235,1.01,0.088,0.169,0.9688,0.039,0.0598,G3V,,,,5666.0,131.0,120.2,,,"EPIC 249223471, TYC 6767-204-1, TOI-4630"
K2-407 b,Confirmed,0.00664,0.00359,0.00359,,,,0.11446,0.00794,0.00865,4.941907,0.000696,0.000661,0.05445,0.00617,0.00708,,,,,,,,2022,2024-05-28,,,,,,,,,,,,,,,,,,,0.309,0.207,0.209,,,,0.86,0.51,0.51,1110.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-407,232.55545833333332,-23.006758333333334,12.19,,10.68,10.32,10.21,218.376,1.651,1.676,0.014,0.235,0.235,0.881,0.267,0.39,0.927,0.052,0.058,G5V,,,,5563.0,138.0,138.0,,,"EPIC 249403651, TYC 6764-1597-1"
K2-407 c,Confirmed,0.00783,0.0044,0.0044,,,,0.1213,0.00785,0.00856,9.22453,0.00091,0.00132,0.08267,0.00947,0.0345,,,,,,,,2022,2024-05-28,,,,,,,,,,2457993.5101,0.0071,0.0075,,,,,,,0.309,0.207,0.209,,,,0.83,0.51,0.51,900.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-407,232.55545833333332,-23.006758333333334,12.19,,10.68,10.32,10.21,218.376,1.651,1.676,0.014,0.235,0.235,0.881,0.267,0.39,0.927,0.052,0.058,G5V,,,,5563.0,138.0,138.0,,,"EPIC 249403651, TYC 6764-1597-1"
K2-408 b,Confirmed,0.01224,0.00626,0.00626,,,,0.14961,0.00972,0.01053,20.978959,0.00125,0.0013,0.139,0.0159,0.0184,,,,,,,,2022,2024-05-28,,,,,,,,,,2457991.5363,0.0042,0.0039,,,,,,,0.213,0.154,0.206,,,,1.04,0.59,0.59,610.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-408,227.9172625,-17.68413333333333,11.94,,10.43,10.03,9.98,162.306,1.329,1.351,-0.171,0.235,0.235,0.813,0.249,0.368,0.784,0.047,0.051,G8V,,,,5335.0,138.0,138.0,,,EPIC 249816490
K2-409 b,Confirmed,0.02121,0.01277,0.01277,,,,0.22143,0.0141,0.01552,1.908084,5.8e-05,4.7e-05,0.02893,0.00331,0.0036,,,,,,,,2022,2024-05-28,,,,,,,,,,2457990.2841,0.0013,0.0011,,,,,,,0.418,0.236,0.167,,,,3.77,2.45,2.45,1800.0,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,K2-409,228.455,-16.35123888888889,12.76,,11.42,11.13,11.04,431.031,7.764,8.048,-0.036,0.235,0.235,1.0,0.1098,0.1437,1.275,0.0494,0.087,G3IV-V,,,,5644.0,148.69,110.072,,,EPIC 249924395
K2-415 b,Confirmed,0.009,0.0085,0.0085,,,,0.09055,0.00455,0.00455,4.0179694,,,0.027,,,0.03,,,89.32,,,,2023,2023-02-06,,,,,,,,,,2458100.07116,0.00069,0.00069,,,,,,,,,,,,,4.1,3.6,3.6,400.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-5557 b,,K2-415,137.204166683,11.861388915,12.0,,,,,21.8043,0.0093,0.0093,-0.13,0.18,0.18,0.1635,0.0041,0.0041,0.1965,0.0058,0.0058,,,,,3173.0,53.0,53.0,,,TOI-5557
K2-416 b,Confirmed,0.023,0.0101,0.0192,,,,0.241,0.0152,0.027,10.1,3.5,10.2,0.069,0.024,0.015,,,,88.9,1.6,0.8,,2023,2023-05-30,,,,,,,,,,2458371.8347,0.0051,0.0041,,,,,,,,,,,,,,,,503.0,9.0,9.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 246191231 b,,K2-416,349.220833351,-5.201388894,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-417 b,Confirmed,0.0299,0.0107,0.022,,,,0.2837,0.0125,0.0196,8.3,3.0,7.5,0.065,0.015,0.015,,,,89.0,1.2,0.7,,2023,2023-05-30,,,,,,,,,,2458373.0288,0.06,0.03,,,,,,,0.45,0.3,0.3,,,,,,,549.0,6.0,6.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 245978988 b,,K2-417,350.141666678,-10.035833336,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2-418 b,Confirmed,0.0327,0.005,0.005,,,,0.2079,0.008,0.0071,16.141132,2e-05,2e-05,0.124,0.002,0.002,0.23,0.23,0.0,88.08,0.25,0.25,,2023,2023-12-10,,,,,,,,,,2457920.44584,0.0008,0.0008,,,,,,,,,,,,,2.76,0.4,0.4,804.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 229004835 b,,K2-418,186.487500019,-1.404722234,10.2,,,,,121.97,0.87,0.88,-0.12,0.05,0.05,0.97,0.04,0.04,1.0,0.008,0.008,,4.9,1.7,1.9,5868.0,60.0,60.0,,,EPIC 229004835
K2-419 Ab,Confirmed,0.617,0.047,0.047,,,,0.941,0.034,0.034,20.35847252,5.75e-06,6.14e-06,0.1208,0.0017,0.0016,0.042,0.029,0.054,89.54,0.09,0.12,,2024,2024-08-28,0.017,1.214,1.022,,,,,,,2459553.7138,0.0005,0.0005,,,,,,,0.389,0.103,0.075,,,,67.0,4.0,5.0,377.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-5176 b, TOI-5176.01, EPIC 211509553 b",,K2-419 A,135.01980898566,13.2738224756,16.58,,,,,263.8,2.5,2.5,-0.11,0.12,0.12,0.562,0.024,0.024,0.541,0.017,0.017,M0V,7.4,4.8,4.4,3711.0,88.0,88.0,,,"EPIC 211509553, TOI-5176, TIC 437054764"
K2-44 b,Confirmed,0.0379,,,0.0378,,,0.245,0.021,0.021,5.65639,0.00075,0.00075,,,,0.12,0.09,0.22,86.6,,,,2016,2024-05-28,,,,,,,,,,2456811.7191,0.0049,0.0049,,,,,,,0.43,0.26,0.26,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 201295312 b,,K2-44,174.011627,-2.520881,12.5,,11.018,10.696,,483.19,10.19,10.19,0.0,0.07,0.07,1.15,0.06,0.06,1.58,0.15,0.15,,,,,5912.0,51.0,51.0,,,"2MASS J11360278-0231150, EPIC 201295312, WISE J113602.78-023115.2"
K2-52 b,Confirmed,0.4046,,,,,,1.606,0.196,0.196,3.535055,1.6e-05,1.7e-05,0.054,0.002,0.002,,,,86.46,1.9,2.0,,2016,2021-02-05,,,,,,,2456896.02618,0.00111,0.00108,2456890.02618,0.0011,0.00108,,,,,,,0.32,0.14,0.18,,,,,,,2004.0,184.0,184.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 203776696.01,,K2-52,246.61142,-24.969948,,,12.729,12.126,,1041.7,104.0,132.7,0.055,0.14,0.154,1.69,0.14,0.16,2.19,0.23,0.28,,,,,7147.0,500.0,500.0,,,"2MASS J16262672-2458119, EPIC 203776696, WISE J162626.73-245811.8"
K2-53 b,Confirmed,0.0289,0.0079,0.0079,,,,0.232,0.009,0.009,12.20772,0.000113,0.000123,0.098,0.001,0.001,,,,89.32,0.16,0.22,,2016,2021-02-05,,,,,,,2456896.38582,0.00186,0.00189,2456896.38582,0.0019,0.0019,,,,,,,0.31,0.1,0.07,,,,,,,665.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 204890128.01,,K2-53,244.141815,-20.400534,,,10.306,9.826,,139.1,2.0,2.0,-0.037,0.053,0.053,0.85,0.04,0.03,0.81,0.01,0.02,,,,,5263.0,88.0,88.0,,,"2MASS J16163403-2024019, EPIC 204890128, WISE J161634.05-202402.0"
K2-55 b,Confirmed,0.138,0.0167,0.0167,,,,0.341,0.029,0.029,2.849258,3.3e-05,3.3e-05,0.03486,0.00078,0.00078,0.124,0.055,0.055,88.0,1.0,1.0,,2016,2021-02-05,195.0,37.0,32.0,,,,2456983.42298,0.0004,0.0004,2456983.4229,0.0004,0.0004,,,,,,,0.37,0.2,0.15,,,,25.8,2.6,2.6,900.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 205924614.01,,K2-55,333.751923,-17.250708,13.6,,11.23,10.615,,160.26,0.73,0.73,0.376,0.095,0.095,0.7,0.05,0.05,0.63,0.05,0.05,,,,,4456.0,148.0,148.0,,,"2MASS J22150046-1715025, EPIC 205924614, WISE J221500.44-171502.7"
